client_id,district_id,gender,age,age_group,birth date,disp_id,account_id,district name,region,inhabitants,municipalities with inhabitants < 499,municipalities with inhabitants 500-1999,municipalities with inhabitants 2000-9999,municipalities with inhabitants >10000,cities,ratio of urban inhabitants,average salary,unemployment rate 1996,enterpreneurs per 1000 inhabitants,commited crimes 1996,frequency,LOR,Average Collection from another bank,Average Credit in Cash,Average Interest Credited,Average remittance to another bank,Average withdrawal in cash,Average Total Credit,Average Total Debit,Average Monthly Savings,Average Monthly Balance,Median Monthly Balance,total_credit,total_withdrawal,household payment,insurance payment,lease,loan payment,other,total order payment,Card Type,Card Issued before 1997,Loan Amount,Loan Duration,Loan Payments,status,Loan granted before 1997,Card Issued,loan granted
4476,3,M,69,60,1927-01-13,4476,3712,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,2.21,111,2813,Monthly Issuance,2,6074.0,0.0,91.26666666666665,2499.0,4757.099999999999,6165.266666666667,7256.100000000001,-1090.8333333333337,18773.116666666665,17728.15,73983.20000000001,87073.20000000001,2499.0,0.0,0.0,0.0,0.0,2499.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4477,74,M,39,30,1957-01-18,4477,3713,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Weekly Issuance,3,0.0,41594.333333333336,205.225,0.0,35993.916666666664,41799.55833333333,35993.916666666664,5805.6416666666655,53877.583333333336,54575.45,501594.7,431927.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4479,2,F,38,30,1958-07-24,4479,3714,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.85,132,2674,Weekly Issuance,2,0.0,32672.166666666668,238.9666666666666,4233.0,28445.583333333332,32911.13333333333,32678.583333333332,232.54999999999987,65257.49166666666,71249.75,394933.60000000003,392143.0,3217.0,77.0,0.0,0.0,469.5,3763.5,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4482,56,M,17,10,1979-01-17,4482,3717,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.98,126,3158,Monthly Issuance,2,16880.5,558.3333333333334,100.0166666666667,10727.0,6422.933333333333,17538.850000000002,17149.933333333338,388.91666666666725,20097.491666666665,19419.65,210466.2,205799.20000000004,10727.0,0.0,1558.2,0.0,0.0,12285.2,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4483,63,F,30,30,1966-08-29,4483,3718,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,4.52,110,1460,Monthly Issuance,2,3161.0,1091.6666666666667,104.43333333333332,2107.0,1741.2666666666664,4357.099999999999,3848.266666666666,508.8333333333333,24066.191666666666,24401.05,52285.200000000004,46179.19999999999,2107.0,0.0,0.0,0.0,0.0,2107.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4485,36,M,77,70,1919-07-20,4485,3720,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,4.28,131,6132,Monthly Issuance,3,5657.0,0.0,145.06666666666666,2957.0,2351.2666666666664,5802.066666666666,5308.2666666666655,493.7999999999999,32176.183333333334,32815.9,69624.8,63699.19999999999,2957.0,0.0,0.0,0.0,0.0,2957.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4493,33,M,49,40,1947-10-05,4493,3725,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,7.61,116,4859,Monthly Issuance,1,0.0,18409.083333333332,141.20000000000002,7642.0,9416.266666666668,18550.283333333336,17058.26666666667,1492.0166666666676,31615.141666666666,30201.75,222603.4,204699.20000000004,7642.0,0.0,0.0,0.0,0.0,7642.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4496,10,M,25,20,1971-02-19,4496,3728,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.54,141,4316,Monthly Issuance,2,12147.5,108.33333333333333,120.05833333333335,0.0,12045.85,12375.891666666668,12045.85,330.04166666666714,38688.25000000001,40859.15,148510.7,144550.20000000004,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4498,31,M,65,60,1931-12-28,4498,3729,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,Monthly Issuance,1,4412.0,0.0,70.975,2941.0,1607.9333333333334,4482.975,4548.9333333333325,-65.95833333333353,20366.350000000002,20723.85,53795.7,54587.19999999999,2941.0,0.0,0.0,0.0,0.0,2941.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4500,17,M,72,70,1924-08-12,4500,3730,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.62,119,1181,Monthly Issuance,2,5152.0,0.0,126.00833333333337,1944.0,3203.766666666666,5278.008333333333,5147.7666666666655,130.24166666666645,27508.024999999998,28163.65,63336.1,61773.19999999999,1944.0,0.0,0.0,0.0,0.0,1944.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4506,11,F,42,40,1954-11-30,4506,3734,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.59,154,3529,Monthly Issuance,3,0.0,5892.166666666667,89.86666666666667,0.0,7781.266666666666,5982.033333333333,7781.266666666666,-1799.2333333333336,27227.75833333333,27269.949999999997,71784.4,93375.20000000001,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4507,1,M,26,20,1970-08-03,4507,3735,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,1,0.0,73281.5,235.00833333333333,8375.0,60882.93333333332,73516.50833333335,69257.93333333332,4258.574999999999,67652.35,68639.75,882198.1000000001,831095.1999999997,6302.0,0.0,0.0,0.0,1173.0,7475.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4510,34,F,58,50,1938-12-28,4510,3737,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,7.68,100,5190,Monthly Issuance,1,6852.0,0.0,101.5,3834.0,3203.766666666666,6953.5,7037.766666666666,-84.2666666666665,29087.849999999995,28504.75,83442.0,84453.20000000001,1917.0,0.0,0.0,0.0,0.0,1917.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4511,51,F,51,50,1945-04-27,4511,3738,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.97,131,3839,Monthly Issuance,3,0.0,22028.5,172.09166666666667,5750.0,16532.933333333338,22200.591666666664,22282.933333333334,-82.34166666666563,32739.266666666663,31360.0,266407.10000000003,267395.2,5750.0,0.0,0.0,0.0,0.0,5750.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4518,39,F,44,40,1952-04-04,4518,3745,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,9.4,90,4743,Monthly Issuance,3,28446.166666666668,800.0,227.48333333333335,12310.0,15460.01666666667,29473.649999999998,27770.016666666663,1703.633333333335,71058.63333333335,74686.15,353683.8,333240.19999999995,11469.0,0.0,0.0,0.0,841.0,12310.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4520,1,F,39,30,1957-06-28,4520,3747,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,2,0.0,12588.5,59.074999999999996,5716.0,7156.266666666667,12647.575000000003,12872.266666666668,-224.6916666666663,18734.24166666667,18928.35,151770.90000000002,154467.20000000004,2389.0,1500.0,0.0,6365.0,1827.0,12081.0,Not Applicable,Not Applicable,76380.0,12.0,6365.0,No Problems,Yes,0,0
4521,1,M,53,50,1943-09-09,4521,3748,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,3192.0,0.0,73.20833333333333,2128.0,924.6000000000004,3265.2083333333335,3052.6,212.60833333333338,15838.333333333334,15662.5,39182.49999999999,36631.19999999999,308.0,0.0,0.0,0.0,1820.0,2128.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4524,77,M,39,30,1957-07-14,4524,3750,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,5.56,113,3590,Monthly Issuance,1,0.0,21919.083333333332,97.93333333333334,7774.0,13929.600000000004,22017.016666666666,21703.600000000002,313.4166666666677,38875.84166666667,38909.3,264204.2,260443.20000000004,7774.0,0.0,0.0,0.0,0.0,7774.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4526,70,F,26,20,1970-04-24,4526,3751,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,3,0.0,21633.166666666668,169.21666666666667,3156.0,21247.933333333338,21802.383333333335,24403.933333333334,-2601.549999999999,26883.691666666666,27655.6,261628.6,292847.19999999995,110.0,0.0,0.0,0.0,3046.0,3156.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4527,1,F,33,30,1963-02-04,4527,3752,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,2,0.0,18491.416666666668,224.54999999999998,3604.75,14517.933333333336,18715.966666666667,18122.683333333338,593.2833333333342,64526.541666666664,62105.0,224591.60000000003,217472.20000000004,3218.0,0.0,0.0,1547.0,0.0,4765.0,Not Applicable,Not Applicable,18564.0,12.0,1547.0,No Problems,Yes,0,0
4528,28,M,74,70,1922-01-09,4528,3753,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,2.01,112,1525,Monthly Issuance,1,5937.0,0.0,112.45833333333333,1540.0,4439.599999999999,6049.458333333333,5979.599999999999,69.85833333333305,24298.441666666666,25021.85,72593.5,71755.2,1540.0,0.0,0.0,0.0,0.0,1540.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4532,39,M,43,40,1953-10-09,4532,3756,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,9.4,90,4743,Weekly Issuance,2,0.0,17885.916666666668,127.35000000000001,10773.0,7461.166666666667,18013.26666666667,18234.166666666668,-220.90000000000086,33260.208333333336,32800.4,216159.20000000004,218810.0,9023.0,0.0,0.0,0.0,0.0,9023.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4534,38,M,42,40,1954-12-24,4534,3758,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,8.23,104,2822,Monthly Issuance,1,0.0,7898.5,132.825,3674.9166666666665,3246.716666666666,8031.325,6921.633333333334,1109.6916666666664,32858.65833333333,31322.5,96375.90000000001,83059.6,4009.0,0.0,0.0,0.0,0.0,4009.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4535,1,F,65,60,1931-12-03,4535,3759,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,4930.0,0.0,59.04999999999999,1642.0,2867.933333333333,4989.05,4509.9333333333325,479.1166666666665,12251.233333333332,12080.05,59868.600000000006,54119.19999999999,1642.0,0.0,0.0,0.0,0.0,1642.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4536,41,M,49,40,1947-10-14,4536,3760,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,4.48,114,5471,Monthly Issuance,3,0.0,38579.25,162.28333333333336,0.0,37250.68333333333,38741.53333333333,37250.68333333333,1490.850000000001,50331.674999999996,46788.399999999994,464898.4,447008.19999999995,0.0,0.0,2947.8,0.0,0.0,2947.8,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4539,55,M,54,50,1942-12-12,4539,3763,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,2.43,111,3894,Monthly Issuance,1,0.0,11323.166666666666,112.99166666666666,6585.666666666667,5547.933333333332,11436.158333333335,12133.6,-697.4416666666665,24039.533333333336,22973.95,137233.90000000002,145603.20000000004,3232.0,0.0,0.0,0.0,3623.0,6855.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4540,69,M,60,60,1936-01-16,4540,3764,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,7.01,124,1358,Monthly Issuance,1,3911.0,1058.3333333333333,135.5,2088.3333333333335,2017.1666666666667,5104.833333333333,4105.499999999999,999.3333333333334,32632.216666666664,32771.5,61258.0,49265.99999999999,2506.0,0.0,0.0,0.0,0.0,2506.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4543,1,M,55,50,1941-12-01,4543,3767,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,1,0.0,12558.166666666666,145.6833333333333,3328.5833333333335,7354.283333333334,12703.85,10682.866666666669,2020.983333333333,36489.51666666667,36039.35,152446.2,128194.40000000002,881.0,0.0,0.0,0.0,3655.0,4536.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4546,23,F,45,40,1951-04-20,4546,3770,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,2.66,102,3198,Monthly Issuance,1,0.0,20788.166666666668,159.49166666666667,8305.0,12281.716666666669,20947.658333333336,20586.71666666667,360.9416666666666,56498.958333333336,57575.2,251371.90000000005,247040.60000000006,9060.0,0.0,0.0,0.0,0.0,9060.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
4547,9,F,53,50,1943-12-30,4547,3771,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.97,149,2487,Monthly Issuance,3,0.0,775.0,101.29166666666669,0.0,2131.266666666666,876.2916666666666,2131.266666666666,-1254.9750000000001,23676.824999999997,22947.9,10515.5,25575.19999999999,0.0,0.0,1152.0,0.0,0.0,1152.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4548,7,M,38,30,1958-01-05,4548,3772,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.87,130,4846,Monthly Issuance,1,0.0,25538.5,177.125,5831.25,18769.283333333336,25715.625,24600.533333333336,1115.0916666666676,54785.82499999999,56722.2,308587.5,295206.4,7775.0,0.0,0.0,0.0,0.0,7775.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4551,60,M,72,70,1924-04-29,4551,3775,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,4.48,115,2252,Monthly Issuance,3,6136.0,0.0,78.72499999999998,2448.0,3079.599999999999,6214.724999999999,5527.599999999999,687.1249999999999,15876.183333333334,14924.05,74576.7,66331.19999999998,2448.0,0.0,0.0,0.0,0.0,2448.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4554,70,M,59,50,1937-07-24,4554,3777,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,1,3223.0,0.0,85.02499999999999,2148.0,962.1000000000003,3308.025000000001,3110.099999999999,197.92499999999998,22117.541666666668,22022.15,39696.30000000001,37321.19999999999,1039.0,102.0,0.0,0.0,1007.0,2148.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4555,52,M,36,30,1960-08-07,4555,3778,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,Monthly Issuance,3,0.0,24697.833333333332,264.55,4560.0,19799.600000000002,24962.38333333333,24359.600000000002,602.7833333333346,77848.72499999999,78908.0,299548.6,292315.19999999995,3035.0,0.0,1515.0,0.0,0.0,4550.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4556,74,M,26,20,1970-05-31,4556,3779,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,1,0.0,12754.333333333334,188.64999999999998,3981.0,8747.933333333334,12942.983333333332,12728.933333333336,214.04999999999987,43308.18333333333,39683.35,155315.8,152747.20000000004,159.0,2969.0,0.0,0.0,853.0,3981.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4557,44,F,64,60,1932-10-24,4557,3780,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,3.76,97,2325,Monthly Issuance,1,6272.0,0.0,63.65,1208.25,4573.45,6335.650000000001,5781.7,553.9499999999998,21931.891666666666,22070.050000000003,76027.80000000002,69380.4,805.5,0.0,0.0,0.0,0.0,805.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4559,35,F,38,30,1958-03-09,4559,3781,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.21,130,3620,Monthly Issuance,3,0.0,26035.75,360.6583333333333,7701.0,17297.933333333338,26396.408333333336,24998.933333333334,1397.4750000000015,78676.20000000001,76079.7,316756.9,299987.19999999995,7701.0,0.0,0.0,0.0,0.0,7701.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
4561,40,F,28,20,1968-06-29,4561,3783,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,7.07,97,6872,Monthly Issuance,1,0.0,10231.25,129.59166666666667,2027.3333333333333,7810.950000000001,10360.841666666669,9838.283333333335,522.5583333333333,30538.666666666668,28412.0,124330.10000000003,118059.40000000002,3041.0,0.0,0.0,0.0,0.0,3041.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4563,10,F,25,20,1971-07-25,4563,3785,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.54,141,4316,Monthly Issuance,3,0.0,26878.833333333332,354.40833333333336,6502.0,21759.600000000002,27233.241666666665,28261.600000000002,-1028.358333333333,78358.71666666667,81079.4,326798.89999999997,339139.19999999995,6502.0,0.0,0.0,0.0,0.0,6502.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4565,14,M,48,40,1948-03-03,4565,3786,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.71,135,6295,Monthly Issuance,3,0.0,23640.916666666668,141.825,0.0,24305.766666666666,23782.74166666667,24305.766666666666,-523.0249999999984,30086.899999999998,25668.65,285392.9,291669.2,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4567,70,M,59,50,1937-02-12,4567,3787,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,3,0.0,22695.833333333332,249.10833333333335,4407.0,19147.933333333338,22944.941666666666,23554.933333333334,-609.9916666666653,47025.875,43786.0,275339.3,282659.2,4407.0,0.0,1953.0,0.0,0.0,6360.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4568,70,M,14,10,1982-04-26,4568,3788,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,3,0.0,5974.0,206.44166666666663,400.0,4206.2666666666655,6180.441666666666,4606.2666666666655,1574.1749999999995,49321.79166666666,47035.2,74165.29999999999,55275.19999999998,0.0,0.0,0.0,0.0,0.0,0.0,junior,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4572,28,F,60,60,1936-05-21,4572,3792,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,2.01,112,1525,Monthly Issuance,3,5277.0,0.0,62.074999999999996,3518.0,1974.5999999999997,5339.075,5492.599999999999,-153.52500000000012,11017.933333333334,10805.55,64068.9,65911.2,3518.0,0.0,0.0,0.0,0.0,3518.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4576,53,M,38,30,1958-06-27,4576,3796,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,3.56,99,1903,Monthly Issuance,3,0.0,17222.833333333332,193.59166666666667,8301.0,7914.600000000001,17416.425,16215.600000000004,1200.8249999999996,42330.51666666667,43251.7,208997.1,194587.20000000004,8301.0,0.0,0.0,0.0,0.0,8301.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4577,64,F,47,40,1949-07-25,4577,3797,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,Monthly Issuance,2,0.0,927.2727272727273,100.79999999999997,0.0,554.5454545454545,1028.0727272727272,554.5454545454545,473.5272727272728,27615.18181818182,27597.8,11308.8,6100.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4584,7,F,47,40,1949-06-24,4584,3804,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.87,130,4846,Monthly Issuance,2,34259.333333333336,333.3333333333333,162.91666666666666,9932.474999999999,24042.683333333334,34755.58333333333,33975.158333333326,780.4249999999987,53750.80833333333,58578.05,417066.99999999994,407701.9,643.0,0.0,0.0,5270.7,4458.0,10371.7,Not Applicable,Not Applicable,63252.0,12.0,5271.0,No Problems,Yes,0,0
4585,9,F,48,40,1948-09-10,4585,3805,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.97,149,2487,Monthly Issuance,2,0.0,13324.166666666666,159.40833333333336,5908.0,7577.933333333334,13483.574999999999,13485.933333333336,-2.358333333333576,44674.024999999994,44743.6,161802.90000000002,161831.20000000004,5908.0,0.0,0.0,0.0,0.0,5908.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4588,53,F,20,20,1976-11-05,4588,3807,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,3.56,99,1903,Monthly Issuance,1,0.0,21159.666666666668,253.18333333333337,4559.0,18427.933333333338,21412.85,22986.933333333334,-1574.0833333333323,47266.80833333334,47790.55,256954.19999999998,275843.2,4828.0,0.0,0.0,0.0,0.0,4828.0,junior,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4589,2,F,20,20,1976-09-15,4589,3808,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.85,132,2674,Monthly Issuance,3,0.0,17108.0,118.50833333333331,6733.0,10427.933333333336,17226.508333333335,17160.933333333338,65.57500000000027,24273.625,23476.050000000003,206718.1,205931.20000000004,1966.0,0.0,0.0,0.0,4767.0,6733.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4591,43,M,63,60,1933-08-19,4591,3810,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,2.5,125,3891,Monthly Issuance,1,6541.0,0.0,101.48333333333335,2862.0,3688.7666666666664,6642.483333333333,6550.766666666667,91.7166666666667,25675.325,25641.25,79709.79999999999,78609.20000000001,2862.0,0.0,0.0,0.0,0.0,2862.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4593,72,M,64,60,1932-07-03,4593,3812,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,Monthly Issuance,1,4980.0,0.0,102.175,2125.0,1803.7666666666662,5082.175,3928.766666666666,1153.4083333333333,28294.641666666674,28424.15,60986.100000000006,47145.19999999999,2125.0,0.0,0.0,0.0,0.0,2125.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4596,74,F,23,20,1973-08-31,4596,3814,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,1,0.0,2450.0,0.0,0.0,250.0,2450.0,250.0,2200.0,20950.0,21500.0,29400.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4600,70,M,29,20,1967-03-13,4600,3817,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,1,0.0,11268.5,106.76666666666665,6529.0,4151.2666666666655,11375.266666666665,10680.266666666668,694.9999999999999,22616.850000000002,23512.5,136503.2,128163.20000000003,6529.0,0.0,0.0,0.0,0.0,6529.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4601,1,M,61,60,1935-04-02,4601,3818,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,19388.166666666668,179.03333333333333,9135.0,9492.933333333334,19567.199999999997,18627.933333333338,939.2666666666669,53571.225,55096.7,234806.4,223535.20000000004,3596.0,4065.0,0.0,0.0,1474.0,9135.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4604,67,M,28,20,1968-10-02,4604,3820,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,6.55,109,3079,Monthly Issuance,3,0.0,14537.833333333334,185.26666666666665,8054.0,7207.933333333334,14723.1,15261.933333333336,-538.8333333333335,47971.44166666666,48786.7,176677.2,183143.20000000004,8054.0,0.0,0.0,0.0,0.0,8054.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4606,8,M,59,50,1937-10-14,4606,3822,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.44,127,4987,Monthly Issuance,3,18792.5,1583.3333333333333,146.43333333333334,11657.0,6761.016666666667,20522.266666666666,18418.01666666667,2104.2500000000005,36390.68333333333,38090.0,246267.2,221016.20000000004,11657.0,0.0,0.0,0.0,0.0,11657.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
4607,74,F,20,20,1976-11-16,4607,3823,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,1,0.0,3968.25,191.81250000000003,0.0,5712.5,4160.062499999999,5712.5,-1552.4375,19917.062499999996,20119.75,33280.49999999999,45700.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
